Title,LongDescription,answer
asp.net mvc 4 async child action,i have asp.net mvc 4 application targeting net 45 one our child actions makes call out web service using httpclient since we're blocking io waiting httpclient response makes great deal sense convert code async await pattern however when mvc 4 attempts execute child action we get following error message httpserverutility.execute blocked while waiting asynchronous operation complete.at first glance appears though mvc 4 does support async await within child action only remaining option run using synchronous code force wait async task.as we all know touching result wait async task asp.net context cause immediate deadlock my async logic wrapped class library so i can't use await blah.configureawait false trick remember tagging async child action using await causes error prevents me from configuring await.i m painted corner point any way consume async methods mvc 4 child action seems like flat out bug workarounds,The format of Stephen's answer didn't quite work for me (maybe it's an async noob problem but hey).I had to do write the async expression in this format to get a strongly typed return value.Person myPerson = Task.Run(() =&gt; asyncMethodWhichGetsPerson(id)).Result;
how integrate mef asp.net mvc 4 asp.net web api,how does one integrate managed extensibility framework mef asp.net mvc 4 asp.net web api same project consider example application mvc controller homecontroller web api controller contactcontroller both have property type icontactrepository which rely mef resolve problem how plug mef mvc web api so instances created via mef.homecontroller lt summary&gt home controller instruct mef create one instance class per importer since what mvc expects lt summary&gt export partcreationpolicy creationpolicy.nonshared public class homecontroller controller import private icontactrepository contactrepository null public actionresult index return view contactrepository.getallcontacts contactcontroller lt summary&gt contact api controller instruct mef create one instance class per importer since what web api expects lt summary&gt export partcreationpolicy creationpolicy.nonshared public class contactcontroller apicontroller import private icontactrepository contactrepo null public contact get return contactrepo.getallcontacts icontactrepository contactrepository public interface icontactrepository contact getallcontacts export typeof icontactrepository public class contactrepository icontactrepository public contact getallcontacts return new contact new contact id 1 name glenn beck new contact id 2 name bill o'riley contact public class contact public int id get set public string name get set,You can take a look at this http://kennytordeur.blogspot.be/2012/08/mef-in-aspnet-mvc-4-and-webapi.html. It explains how to use MEF in an Asp.net MVC 4/Web Api project. There also exists a Nuget package based on this code. That way you can test it very easily and quickly.
asp.net mvc 4 mobile display modes stop working,mobile display modes asp.net mvc 4 stop serving correct views after about hour uptime despite browser overrides correctly detecting overridden mobile device.recycling application pool temporarily solves problem.the new browser override feature correctly allows mobile devices view desktop version site vice versa after about hour uptime mobile views longer rendered mobile device only default desktop razor templates rendered only fix recycle application pool.strangely browser override cookie continues function master layout.cshtml template correctly shows mobile desktop text depending value viewcontext.httpcontext.getoverriddenbrowser ismobiledevice wrong views still being rendered leads me believe problem lies displaymodes.the action question being cached outputcache nostore true duration 0 varybyparam i am using 51degrees mobile detection i don't think should affect overridden mobile detection bug displaymodes feature asp.net mvc 4 beta amp developer preview am i doing something else wrong here my displaymodes setup application start displaymodeprovider.instance.modes.insert 0 new defaultdisplaymode iphone contextcondition context gt context.getoverriddenbrowser ismobiledevice&amp amp context.request.useragent.indexof iphone stringcomparison.ordinalignorecase gt 0 context.request.useragent.indexof android stringcomparison.ordinalignorecase gt 0 context.request.browser.ismobiledevice looks complicated renders home.iphone.cshtml overriding browser ismobile real browser iphone android falls throughto next instance home.mobile.cshtml more basic phones like blackberry displaymodeprovider.instance.modes.insert 1 new defaultdisplaymode mobile contextcondition context gt context.getoverriddenbrowser ismobiledevice,This is a known issue in MVC 4 (Codeplex: #280: Multiple DisplayModes - Caching error will show wrong View). This will be fixed in the next version of MVC.In the meantime you can install a workaround package available here: http://nuget.org/packages/Microsoft.AspNet.Mvc.FixedDisplayModes. For most applications simply installing this package should resolve the issue. For some applications that customize the collection of registered view engines you should make sure that you reference Microsoft.Web.Mvc.FixedRazorViewEngine or Microsoft.Web.Mvc.FixedWebFormViewEngine instead of the default view engine implementations.
mvc bundle client caching,default mvc bundle cached client 1 year possible set client headers manually 1 specific bundle what i need set custom expire headers one my bundles i can't rely v hash querystring because bundle external website won't change url pointing my bundle each time i change it.what i've tried create custom bundle class inherit bundle overridde generatebundleresponse method way i can control server caching only way customizing client caching set bundleresponse.cacheability public private nocache etc i can't set headers manually i have access bundlecontext httpcontext when i set headers context have effect all other requests well,The default behavior of the ASP.NET MVC bundling feature is that if any of the files that compose a bundle change - the query string for that bundle will automatically change - assuming you are using the following in your view's code:@Scripts.Render("bundle name")So this means if you have a new version of a file that is in a bundle the next time your page renders a view that uses that bundle it will send a script tag that the client browser will not found in its cache (since the query string is different).So it seems like this will solve your problem - depends on what you mean by:  and they won't change the url pointing to my bundle each time I change  it
asp.net mvc resource files sometimes incorrectly loaded resoucemanager,overviewwe have multinational website which has localised content various countries serves localisation implemented using standard net resource files.when our web application starts up recycles under load production environment sometimes display wrong resources particular country eg uk site may show french content continues happen until application restarted.detailthe production environment iis 8 windows server 2012.the application implemented asp.net mvc 4.the application decides which locale serving incoming url so www.mysite.com uk english www.mysite.fr french etc.we have implementation ihttpmodule which registered via web.config.in init method module attaches handler beginrequest event.in method incoming url examined thread currentuiculture set appropriate value en gb www.mysite.com fr fr www.mysite.fr etc.this system works well most part however sometimes when application starts up while receiving requests consistently serve wrong content some resource files.it continues do until application restarted may again restart serving incorrect content we have keep restarting until serving correct content which point remain stable.analysiswe have been able reproduce locally development pc throwing requests application during startup using fiddler site showing german content some resource files uk version site.having checked obvious culprits our code currentuiculture set correctly http module remains correct throughout processing request we started look resource manager.with application started incorrect state we examined contents resourcesets property resourcemanager class.this dictionary keyed iso culture code.examining contents en gb we found did actually contain resource strings from german version resource file.it seems sometimes when site starting up while receiving requests resourcemanager class loading wrong resource file culture incorrectly classifying file its dictionary.has anyone else experienced kind behavior anyone aware any workarounds thanks,This sounds like you are having thread safety problems in your handler. When you modify the threads current culture you are modifying it for the current thread that could be processing multiple requests. When the responses are generated another request could have altered the thread current language giving all responses the same language.I have a few suggestions you can start off with:Make sure your handler is NOT reusable. I assume you've made implemented IHttpHandler return false for the IsReusable property since multiple threads should hit it at the same time and a new instance will be created per request.Don't use a handler... A handler is not the ideal solution for something like this The preferred place to set the thread culture is in Application_AcquireRequestState which will be correctly fired for each request without overlapping.Use a routing handler instead: http://adamyan.blogspot.com/2010/07/addition-to-aspnet-mvc-localization.htmlWithout seeing the handler you speak of the rest can only be speculation as to why responses are sharing thread cultures. The problem could easily lie in the dictionary you are using as well which is inherently not thread safe.
can 39 t access added service reference,i've added service reference my mvc4 web project left default namespace servicereference1 when i wanna use namespace visual studio can't find like doesn't exist webservice up working fine what exactly am i doing wrong,This is caused by having the same namespace name as class name.Change your namespace to a name that is not the same name as your class and this will compile
pass objects automapper mapping,i am working automapper some values entity being mapped variables my current method i have tried google avail can i pass set keyvalue pairs object something my mapping have use those values sample post mapping modification comment variable comment class instancevar imagecomment automapper.mapper.map lt data.imagecomment gt comment i want pass imageid so i dont have manually add after mappingimagecomment.imageid imageid,For Automapper 6.0.2:Profile:public class CoreProfile : Profile{public CoreProfile(){CreateMap&lt;Source Dest&gt;().ForMember(d =&gt; d.Fooopt =&gt; opt.ResolveUsing((src dst arg3 context) =&gt; context.Options.Items["Foo"]));}}Mapping:var result = Mapper.Map&lt;PlanResult&gt;(aa opt =&gt; {opt.Items["Foo"] = 2;opt.Items["OtherFoo"] = 1000;});
how cache database tables prevent many database queries asp.net c mvc,i build my own cms using asp.net mvc 4 c i want cache some database data likes localization search categories long tail each category have own sub sub sub categories etc overkill query database all time because can more than 30-100 queries each page request however users update those database rarelyso what best way performance convenience do i know how use outputcache action what i need situation cache html what i need example my own helper html.localization newsletter.tite take value language any another helper interact data etc.i think really sure i need cache data i want only when application invoke first time work cache location i don't have any experience even about,I had to cache common database data like data that were displayed in drop downs. I used MemoryCache. And I used Entity Framework code first and Autofac for dependency injection.Here is part of what I did in my solution might not work for you but it worked for me not perfect though but needs a lot of cleaning up to do.My ICacheManager interface:public interface ICacheManager{ T Get&lt;T&gt;(string key); void Set(string key object data int cacheTime); bool IsSet(string key); void Remove(string key); void Clear();}My CacheManager class:public class CacheManager : ICacheManager{ private ObjectCache Cache {  get  {   return MemoryCache.Default;  } } public T Get&lt;T&gt;(string key) {  return (T)Cache[key]; } public void Set(string key object data int cacheTime) {  if (data == null)  {   return;  }  CacheItemPolicy policy = new CacheItemPolicy();  policy.AbsoluteExpiration = DateTime.Now + TimeSpan.FromMinutes(cacheTime);  Cache.Add(new CacheItem(key data) policy); } public bool IsSet(string key) {  return (Cache.Contains(key)); } public void Remove(string key) {  Cache.Remove(key); } public void Clear() {  foreach (var item in Cache)  {   Remove(item.Key);  } }}An extension class for my caching:public static class CacheExtensions{ public static T Get&lt;T&gt;(this ICacheManager cacheManager string key Func&lt;T&gt; acquire) {  return Get(cacheManager key 60 acquire); } public static T Get&lt;T&gt;(this ICacheManager cacheManager string key int cacheTime Func&lt;T&gt; acquire) {  if (cacheManager.IsSet(key))  {   return cacheManager.Get&lt;T&gt;(key);  }  else  {   var result = acquire();   cacheManager.Set(key result cacheTime);   return result;  } }}And this is how I would use it in my repository class. This method returns a list of all my banks which is displayed in a drop down.public class BankRepository : RepositoryBase&lt;Bank&gt; IBankRepository{ private readonly ICacheManager cacheManager; private const string BanksAllCacheKey = "banks-all"; public BankRepository(IDatabaseFactory databaseFactory ICacheManager cacheManager)  : base(databaseFactory) {  Check.Argument.IsNotNull(cacheManager "cacheManager");  this.cacheManager = cacheManager; } public IEnumerable&lt;Bank&gt; FindAll() {  string key = string.Format(BanksAllCacheKey);  return cacheManager.Get(key () =&gt;  {   var query = from bank in DatabaseContext.Banks   orderby bank.Name   select bank;   return query.ToList();  }); }}I hope this helps. It's a very simple implementation but it works for me. There are many articles online on how to use a caching strategy in ASP.NET MVC. Just Google it.
dataannotation compare two properties,any way using data annotations compare two form field eg confirm email address same before allowing form posted eg can regular expression data annotation use match function reference another property viewmodel,As one possibe option self-validation:Implement an interface IValidatableObject with method Validate where you can put your validation code.public class TestModel : IValidatableObject{public string Email{ get; set; }public string ConfirmEmail { get; set; }public IEnumerable&lt;ValidationResult&gt; Validate(ValidationContext validationContext){if (Email != ConfirmEmail){yield return new ValidationResult("Emails mismatch" new [] { "ConfirmEmail" });}}}Please notice: this is only server-side validation.
webapi method email address parameter returns 404 from httpclient,i have webapi controller method looks like httpget acceptverbs get public httpresponsemessage run string reportname int someid string sometext datetime asofdate string username i have custom route configured specifically action when i navigate my browser web service everything works fine appropriate action executed http localhost xxxx controllername run asdf/1/asdf/07-01-2012/user domain.comhowever when i attempt programatically call web service using httpclient executing get i get 404 error i don't get error when username parameter email address example when username just user everything works fine here sample code var url http localhost xxxx controllername run asdf/1/asdf/07-01-2012/user domain.com var client new system.net.http.httpclient var response client.get url fails here 404 errorresponse.ensuresuccessstatuscode i have tried urlencoding email address luck any advice appreciated,This is because IIS is trying to map special characters. Adding the following to the web.config should fix the issue:&lt;system.webServer&gt;   &lt;modules runAllManagedModulesForAllRequests="true" /&gt;&lt;/system.webServer&gt;More information here: http://www.iis.net/configreference/system.webserver/modules
custom authentication asp.net mvc,i have internal web app being built asp.net 4 we stuck using authentication api built another team user site authenticated successfully site i would like give them access entire site.in asp.net webform days i just used keep custom user object session object null i knew user wasn't authenticated similar improved method mvc i don't want have build my own provider asp.net membership model possible what simplest way doing,You can use Forms Authentication in conjuction with Authorize attibute as followsTo restrict access to a view :Add the AuthorizeAttribute attribute to the action method declaration as shown below[Authorize]public ActionResult Index(){return View();}Configuring Forms Authentication in web.config&lt;authentication mode="Forms"&gt; &lt;forms loginUrl="~/Account/Login" timeout="2880" /&gt;&lt;/authentication&gt;Login Post Action:Set Authentication cookie if user is valid [HttpPost]public ActionResult Login(User model string returnUrl){//Validation codeif (userValid){ FormsAuthentication.SetAuthCookie(username false);}}Log off Action:public ActionResult LogOff(){FormsAuthentication.SignOut();return RedirectToAction("Index" "Home");}
how add assembly web.config file mvc 4,i have mvc 4 project i want add assembly web.config file i don't know where should i put i try any ways i cant find solution.every time i got error you must add reference assembly system.data.entity version 4.0.0.0 culture neutral publickeytoken b77a5c561934e089 my web.config file lt xml version 1.0 encoding utf-8 gt lt more information how configure your asp.net application please visit http go.microsoft.com fwlink linkid 152368 gt lt configuration&gt lt connectionstrings&gt lt add name parsgraphicentities connectionstring metadata res entities.parsgraphic.csdl res entities.parsgraphic.ssdl res entities.parsgraphic.msl provider system.data.sqlclient provider connection string amp quot data source initial catalog parsgraphic integrated security true multipleactiveresultsets true app entityframework&amp quot providername system.data.entityclient gt lt add name defaultconnection connectionstring data source sqlexpress initial catalog aspnet ui.mvc.internetapplication 2012317193118 integrated security true providername system.data.sqlclient gt lt connectionstrings&gt lt appsettings&gt lt add key webpages version value 2.0.0.0 gt lt add key webpages enabled value true gt lt add key preserveloginurl value true gt lt add key clientvalidationenabled value true gt lt add key unobtrusivejavascriptenabled value true gt lt appsettings&gt lt system.web gt lt compilation debug true targetframework 4.0 gt lt authentication mode forms gt lt forms loginurl account login timeout 2880 gt lt authentication&gt lt pages&gt lt namespaces&gt lt add namespace system.web.helpers gt lt add namespace system.web.mvc gt lt add namespace system.web.mvc.ajax gt lt add namespace system.web.mvc.html gt lt add namespace system.web.routing gt lt add namespace system.web.webpages gt lt namespaces&gt lt pages&gt lt profile defaultprovider defaultprofileprovider gt lt providers&gt lt add name defaultprofileprovider type system.web.providers.defaultprofileprovider system.web.providers version 1.0.0.0 culture neutral publickeytoken 31bf3856ad364e35 connectionstringname defaultconnection applicationname gt lt providers&gt lt profile&gt lt membership defaultprovider defaultmembershipprovider gt lt providers&gt lt add name defaultmembershipprovider type system.web.providers.defaultmembershipprovider system.web.providers version 1.0.0.0 culture neutral publickeytoken 31bf3856ad364e35 connectionstringname defaultconnection enablepasswordretrieval false enablepasswordreset true requiresquestionandanswer false requiresuniqueemail false maxinvalidpasswordattempts 5 minrequiredpasswordlength 6 minrequirednonalphanumericcharacters 0 passwordattemptwindow 10 applicationname gt lt providers&gt lt membership&gt lt rolemanager defaultprovider defaultroleprovider gt lt providers&gt lt add name defaultroleprovider type system.web.providers.defaultroleprovider system.web.providers version 1.0.0.0 culture neutral publickeytoken 31bf3856ad364e35 connectionstringname defaultconnection applicationname gt lt providers&gt lt rolemanager&gt lt sessionstate mode inproc customprovider defaultsessionprovider gt lt providers&gt lt add name defaultsessionprovider type system.web.providers.defaultsessionstateprovider system.web.providers version 1.0.0.0 culture neutral publickeytoken 31bf3856ad364e35 connectionstringname defaultconnection applicationname gt lt providers&gt lt sessionstate&gt lt system.web gt lt system.webserver gt lt validation validateintegratedmodeconfiguration false gt lt modules runallmanagedmodulesforallrequests true gt lt system.webserver gt lt runtime&gt lt assemblybinding xmlns urn schemas microsoft com asm.v1 gt lt dependentassembly&gt lt assemblyidentity name system.web.helpers publickeytoken 31bf3856ad364e35 gt lt bindingredirect oldversion 1.0.0.0-2.0.0.0 newversion 2.0.0.0 gt lt dependentassembly&gt lt dependentassembly&gt lt assemblyidentity name system.web.mvc publickeytoken 31bf3856ad364e35 gt lt bindingredirect oldversion 1.0.0.0-4.0.0.0 newversion 4.0.0.0 gt lt dependentassembly&gt lt dependentassembly&gt lt assemblyidentity name system.web.webpages publickeytoken 31bf3856ad364e35 gt lt bindingredirect oldversion 1.0.0.0-2.0.0.0 newversion 2.0.0.0 gt lt dependentassembly&gt lt assemblybinding&gt lt runtime&gt lt configuration&gt please help methanks,I just experienced the same issue with MVC 4 in VS Express 2012 for Web but while Alfonso's answer was much more helpful than anything else I found on the Web it unfortunately did not clear up the error in my project. After doing some research on the Internet (to no avail) and then just poking around Visual Studio I found the following solution.In addition to adding EntityFramework to my project's references and adding the  tag to my Web.config I also had to take the following steps to satisfy the compiler:Right-click the References folder > Add Reference...Expand Assemblies on the left side of the window and select Framework.Scroll to and select System.Data.Entity in the list of assemblies.Make sure the box next to System.Data.Entity is checked then click 'OK'.Rebuild the project.
objectcontext instance has been disposed can longer used operations require connection reference table,i have two tables customers country use entity framework vs 2012 model class using system using system.collections.generic public partial class customer public int id get set public string firstname get set public string lastname get set public string address get set public string email get set public string phone get set public nullable&lt int&gt countrryid get set public string note get set public virtual country country get set i try build select query get all customers country name i always get below error message,You have lazy loading enabled. So when you try to load reference property there is no way to do it because ObjectContext disposed right after using block.There are two ways to fix it://1. Tell EF to load Country property immediately.using(var db = new jQGridEntities()){customers = db.Customers.Include(c =&gt; c.Country).ToList();}//2. Put return inside using block.using(var db = new jQGridEntities()){customers = db.Customers.ToList();return Json(/*your code*/);}Also you can disable lazy loading but in that case you will get NullReferenceException which can be also fixed using .Include(c =&gt; c.Country).
mvc4 bundling minification angularjs services,way customize way asp.net mvc4 bundling&amp minification feature minifies js files meaning i don't want completely turn off minification just breaks angularjs.since angularjs uses di ioc approach injecting services controllers following function mycontroller scope once minified becomes function mycontroller n normally wouldn't problem angularjs uses parameter names understand which service inject so scope should remain scope well any other parameter angular controllers everything else like local variables etc should minified normally.i can't find any clear documentation how configure mvc4 minification seems rather dumb all nothing so i think i'm missing somethingthanks,if you still want to control what to minify and what not (or if you want to include an already minified version by the plugin vendor) just declare two bundles and only minify one of them on your BundleConfig.cs:var dontMinify = new Bundle("~/bundles/toNotMinify").Include("~/Scripts/xxxxx.js");bundles.Add(dontMinify);var minify = new Bundle("~/bundles/toNotMinify").Include("~/Scripts/yyyyyy.js");minify.Transforms.Add(new JsMinify());bundles.Add(minify);
some official upgrade mvc3 mvc5 guide,non microsoft nuget package allows upgrading mvc3 mvc4.there microsoft article explains how manually migrate from mvc3 mvc4 we can read from article ex locate projecttypeguids element replace e53f8fea-eae0-44a6-8774-ffd645390401 e3e379df-f4c6-4180-9b81-6769533abe47 now something similar allows migrating from mvc3 mvc5 sufficient migrate first from 3 4 re target framework version 4.5 install official mvc nu get,Due to the installation of VS2015 I had to convert my applications from MVC3 on MVC5. I've done this with success :). I hope that the following description will help someone in a similar issue:1) Change .Net Framework to 4.5Project -&gt; Properties -&gt; Application -&gt; Target Framework -&gt; 4.52) Install from Package Manager Console:Install-Package Microsoft.AspNet.Mvc -Version 5.2.33) There is a line in web.config that is:&lt;add key="webpages:Version" value="1.0.0.0" /&gt;Changed it to the version of system.web.webpages.dll in your bin folder:&lt;add key="webpages:Version" value="3.0.0.0" /&gt;4) If your project uses the EntityFramework you have to upgrade it to version 5.x or higher and set dll references to....\net45\EntityFramework.dll....\net45\EntityFramework.SqlServer.dll5) To solve problems like:Error   CS0104  'Compare' is an ambiguous reference between 'System.ComponentModel.DataAnnotations.CompareAttribute' and 'System.Web.Mvc.CompareAttribute'you can add:using CompareAttribute = System.Web.Mvc.CompareAttribute;6) You will probably have to change additional definitions in the web.config and the Views\web.config and find and replace text as shown below:System.Web.Mvc System.Web.Mvc.* System.Web.Razor System.Web.WebPages.Razor change from 3.0.0.0 to 5.0.0.0System.Web.WebPages System.Web.WebPages.* change from 1.0.0.0 to 3.0.0.0That's all :)
ldquo system cannot find file specified&rdquo while creating new mvc4 project,opening visual studio 2012file new project asp.net mvc 4 web application razor view engineerror number 0x80070002visual studio ultimate 2012 amp up dateedit http forums.asp.net post/5373941.aspxdidn t work.any ideas thanks advance,Downloading Asp.net &amp; Web tools solved the problem.AKA: Clicking "Get Everything in One Simple Install"http://www.asp.net/downloads
how upload bundled minified files windows azure cdn,i'm using asp.net mvc 4 bundling minifying features microsoft.aspnet.web.optimization namespace eg styles.render content static css i'd like use combination windows azure cdn.i looked writing custom bundletransform content optimized yet.i also looked parsing uploading optimized stream runtime feels like hack me i don't really like stylescdn.render url.absolutecontent styles.url content static css tostring public static ihtmlstring render string absolutepath get version hashstring versionhash httputility.parsequerystring new uri absolutepath query get v only parse upload cdn version hash differentif versionhash versionhash versionhash versionhash webclient client new webclient stream stream client.openread absolutepath uploadstreamtoazurecdn stream var stylesheetlink string.format lt link href 0 1 2 3 v 4 rel stylesheet type text css gt cdnendpointprotocol cdnendpointurl cdncontainer cdncssfilename versionhash return new htmlstring stylesheetlink how can i upload bundled minified versions automatically my windows azure cdn,Following Hao's advice I Extended Bundle and IBundleTransform.Adding AzureScriptBundle or AzureStyleBundle to bundles;bundles.Add(new AzureScriptBundle("~/bundles/modernizr.js" "cdn").Include("~/Scripts/vendor/modernizr.custom.68789.js"));Results in;&lt;script src="//127.0.0.1:10000/devstoreaccount1/cdn/modernizr.js?v=g-XPguHFgwIb6tGNcnvnI_VY_ljCYf2BDp_NS5X7sAo1"&gt;&lt;/script&gt;If CdnHost isn't set it will use the Uri of the blob instead of the CDN.Classusing System;using System.Text;using System.Web;using System.Web.Optimization;using System.Security.Cryptography;using Microsoft.WindowsAzure;using Microsoft.WindowsAzure.ServiceRuntime;using Microsoft.WindowsAzure.StorageClient;namespace SiegeEngineWebRole.BundleExtentions{public class AzureScriptBundle : Bundle{public AzureScriptBundle(string virtualPath string containerName string cdnHost = ""): base(virtualPath null new IBundleTransform[] { new JsMinify() new AzureBlobUpload { ContainerName = containerName CdnHost = cdnHost } }){ConcatenationToken = ";";}}public class AzureStyleBundle : Bundle{public AzureStyleBundle(string virtualPath string containerName string cdnHost = ""): base(virtualPath null new IBundleTransform[] { new CssMinify() new AzureBlobUpload { ContainerName = containerName CdnHost = cdnHost } }){}}public class AzureBlobUpload : IBundleTransform{public string ContainerName { get; set; }public string CdnHost { get; set; }static AzureBlobUpload(){}public virtual void Process(BundleContext context BundleResponse response){var file = VirtualPathUtility.GetFileName(context.BundleVirtualPath);if (!context.BundleCollection.UseCdn){return;}if (string.IsNullOrWhiteSpace(ContainerName)){throw new Exception("ContainerName Not Set");}var conn = CloudStorageAccount.Parse(RoleEnvironment.GetConfigurationSettingValue("DataConnectionString"));var blob = conn.CreateCloudBlobClient().GetContainerReference(ContainerName).GetBlobReference(file);blob.Properties.ContentType = response.ContentType;blob.UploadText(response.Content);var uri = string.IsNullOrWhiteSpace(CdnHost) ? blob.Uri.AbsoluteUri.Replace("http:" "").Replace("https:" "") : string.Format("//{0}/{1}/{2}" CdnHost ContainerName file);using (var hashAlgorithm = CreateHashAlgorithm()){var hash = HttpServerUtility.UrlTokenEncode(hashAlgorithm.ComputeHash(Encoding.Unicode.GetBytes(response.Content)));context.BundleCollection.GetBundleFor(context.BundleVirtualPath).CdnPath = string.Format("{0}?v={1}" uri hash);}}private static SHA256 CreateHashAlgorithm(){if (CryptoConfig.AllowOnlyFipsAlgorithms){return new SHA256CryptoServiceProvider();}return new SHA256Managed();}}}
client side validation custom validation attribute asp.net mvc 4,i have followed some articles tutorials over internet order create custom validation attribute also supports client side validation asp.net mvc 4 website what i have until now requiredifattribute.cs attributeusage attributetargets.property allowmultiple true addedpublic class requiredifattribute validationattribute iclientvalidatable private readonly string condition private string propertyname addedpublic requiredifattribute string condition this.condition condition this.propertyname propertyname added protected override validationresult isvalid object value validationcontext validationcontext propertyinfo propertyinfo validationcontext.objecttype.getproperty this.propertyname addeddelegate conditionfunction createexpression validationcontext.objecttype condition bool conditionmet bool conditionfunction.dynamicinvoke validationcontext.objectinstance conditionmet value null return new validationresult formaterrormessage null return validationresult.success private delegate createexpression type objecttype string expression lambdaexpression lambdaexpression system.linq.dynamic.dynamicexpression.parselambda objecttype typeof bool expression addeddelegate function lambdaexpression.compile return function public ienumerable&lt modelclientvalidationrule&gt getclientvalidationrules modelmetadata metadata controllercontext context var modelclientvalidationrule new modelclientvalidationrule validationtype requiredif errormessage errormessage added modelclientvalidationrule.validationparameters.add param this.propertyname addedreturn new list&lt modelclientvalidationrule&gt modelclientvalidationrule i applied attribute property class like requiredif inapppurchase true inapppurchase errormessage please enter app purchase promotional price added inapppurchase public string inapppurchasepromotionalprice get set public bool inapppurchase get set so what i want do display error message field inapppurchasepromotionalprice required when inapppurchase field true means checked form following relevant code form view lt div class control group gt lt label class control label inapppurchase gt does your app include app purchase lt label&gt lt div class controls gt html.checkboxfor o gt o.inapppurchase html.labelfor o gt o.inapppurchase yes lt div&gt lt div&gt lt div class control group id inapppurchasepromotionalpricediv model.inapppurchase true html.raw style display block html.raw style display none gt lt label class control label inapppurchasepromotionalprice gt app friday promotional price app purchase lt label&gt lt div class controls gt html.textboxfor o gt o.inapppurchasepromotionalprice new title should lowest price tier free 99 just your app friday date lt span class help inline gt html.validationmessagefor o gt o.inapppurchasepromotionalprice lt span&gt lt div&gt lt div&gt code works perfectly when i submit form full post requested server order display message so i created javascript code enable client side validation requiredif.js function validator.addmethod requiredif function value element params var inapppurchase inapppurchase checked inapppurchase return true return false var ischecked param checked ischecked return false return true validator.unobtrusive.adapters.add requiredif param function options options.rules requiredif options.params.param options.messages requiredif options.message jquery proposed way msdn tutorials i have foundof course i have also inserted needed scripts form jquery.unobtrusive ajaxminjsjqueryvalidateminjsjqueryvalidateunobtrusiveminjsrequiredifjsbut client side validation still does work so could you please help me find what am i missing thanks advance,It's worth noting that the [RequiredIf] attribute needs to be added to the second form field in the view model in order for client validation to work.
visual studio 2013 c web project builds ide reports type namespace name xxx could found error,when opening mvc4 c web project visual studio 2013 ide reports error type namespace name could found you missing using directive assembly reference project builds runs without any errors furthermore intellisense does include project namespace.the missing reference files within same project.for example web project namespace webproject.com references controller files webproject.com.models underlined red error above.i have checked following all solution projects configured use same target framework net 4 web.config views folder contains namespace system.web.webpages.razor sectioncleaned rebuilt solutiondeleted all bin obj contentdeleted suo csproj.user files were created vs2010the only way i can get rid errors being reported vs2013 unload reload project.when opened visual studio 2010 i do get problems,I have the same issue.ALthough the project compiles correctly the code editor shows an error The type or namespace name '_' could not be found (are you missing a using directive or an assembly reference).THere is one workaround. Just delete the *.SUO files and re-open the solution. THen for this only Session it works. Unfortunately after closing and reopening the solution the issue is back again. VS 2012 works fine.Seems to be a bug in VS 2013....
migrating from asp.net membership simplemembership mvc4 rtm,new mvc4 rtm internet application templates use simplemembership providers descibed here simplemembershipmy existing mvc website uses asp.membership framework ideally i would like migrate user data tables new simplemembership tables my reasons wanting do cleaner integration rest my database which uses efsupport azure oauth out boxuse latest mvc4 rtm controllers views without needing modifyi've always felt existing membership implementation little bloated what i neededso i wrote sql script today migrate data existing asp.net membership tables new simple membership tables can found heretesting login my mvc 4 website password verification failing i believe simplemembership uses different password algo than old membership framework new passwords created under simplemembership framework look lot longer.so my question since i using hashed password format old asp.net membership providers users original password irretrievable what options do i have get simplemembership provider working.i guessing some options get my users reset passwordsgetting simplemembership provider use same password algo old asp.net membership providers.revert new mvc 4 rtm internet application templates use old asp.net membership providers least desirable options me i would like use simplemembership framework.i would suspect many people also looking migrate existing membership databases new simplemembership provider.any help greatly appreciated.cheersjim,You have access to the plain text password when the user logs in which gives you another option: Keep the old passwords in a separate tableOn login first use the SimpleMembership methodIf that fails check against the old password table using the old hash algorithm (you'll need to make sure the plain text password is still in the context)If that succeeds update the SimpleMembership tables and remove from the old password tableThe users wouldn't need to know about the change and the active users would have a more secure hash. If you'd like to force the security upgrade in the future you can warn the users that their accounts will be deleted after a year of inactivity and just retire the two-step system.
when use redirecttoaction where use redirecttorouteresult,questionin which context i can use redirecttoaction where use redirecttorouteresult i have two action methods like below.approach 1public class actionresulttypescontroller controller public actionresult content return new redirecttorouteresult new routevaluedictionary new action fileresult controller actionresulttypes public actionresult fileresult return view approach 2i could write same code like below well only difference time i used redirecttoaction place redirecttorouteresultpublic class actionresulttypescontroller controller public actionresult content return redirecttoaction fileresult actionresulttypes public actionresult fileresult return view both piece code have common resultant,I am new to MVC but have found that I am using a custom class Authenticate and one of the properties returns a RedirectToRouteResult. This class is not a controller (or derived from it) so RedirectToAction is not available and I would use RedirectToRouteResult. The Property looks like this:public RedirectToRouteResult NotLoggedInPage{get{return new RedirectToRouteResult(new RouteValueDictionary(new { action = "LoggedOut" controller = "Login" }));}}
